funcid,dim,milestone,error
29,10,1,6.807947e+02
29,10,2,5.437142e+02
29,10,3,5.437142e+02
29,10,5,5.193601e+02
29,10,10,5.193601e+02
29,10,20,5.193601e+02
29,10,30,4.693907e+02
29,10,40,4.693907e+02
29,10,50,4.693907e+02
29,10,60,4.658285e+02
29,10,70,4.658285e+02
29,10,80,4.658285e+02
29,10,90,4.658285e+02
29,10,100,4.303660e+02
